year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,7,1305,1310,-5,1526,1532,-6,FL,348,N994AT,LGA,ATL,110,762,13,10,2013-07-07T17:00:00Z
2013,5,3,1600,1608,-8,1727,1815,-48,9E,3412,N928XJ,JFK,RDU,69,427,16,8,2013-05-03T20:00:00Z
2013,10,22,2245,2245,0,2351,2353,-2,B6,234,N183JB,JFK,BTV,43,266,22,45,2013-10-23T02:00:00Z
2013,7,8,1246,1244,2,1352,1356,-4,EV,4109,N14923,EWR,BNA,102,748,12,44,2013-07-08T16:00:00Z
2013,4,21,1813,1820,-7,2107,2131,-24,AS,7,N513AS,EWR,SEA,327,2402,18,20,2013-04-21T22:00:00Z
2013,1,9,1526,1525,1,1647,1655,-8,MQ,3823,N500MQ,JFK,DCA,53,213,15,25,2013-01-09T20:00:00Z
2013,5,21,1659,1529,90,1948,1820,88,B6,537,N603JB,EWR,TPA,139,997,15,29,2013-05-21T19:00:00Z
2013,2,16,1707,1705,2,1814,1830,-16,MQ,4410,N848MQ,JFK,DCA,42,213,17,5,2013-02-16T22:00:00Z
2013,8,21,558,605,-7,844,855,-11,B6,601,N613JB,JFK,FLL,143,1069,6,5,2013-08-21T10:00:00Z
2013,4,14,2111,2100,11,2253,2215,38,US,2191,N770UW,LGA,DCA,45,214,21,0,2013-04-15T01:00:00Z
2013,1,11,2131,2135,-4,14,36,-22,B6,11,N579JB,JFK,FLL,141,1069,21,35,2013-01-12T02:00:00Z
2013,2,14,1958,2000,-2,2114,2143,-29,DL,402,N343NB,JFK,BOS,36,187,20,0,2013-02-15T01:00:00Z
2013,10,8,1214,1220,-6,1318,1331,-13,UA,551,N578UA,EWR,BOS,42,200,12,20,2013-10-08T16:00:00Z
2013,11,10,1442,1445,-3,1745,1757,-12,B6,1171,N796JB,LGA,FLL,161,1076,14,45,2013-11-10T19:00:00Z
2013,7,12,1728,1709,19,1930,1957,-27,UA,1254,N37456,EWR,LAS,268,2227,17,9,2013-07-12T21:00:00Z
2013,9,27,1659,1700,-1,1934,1945,-11,AA,45,N5EBAA,JFK,LAS,307,2248,17,0,2013-09-27T21:00:00Z
2013,8,16,1450,1448,2,1657,1652,5,US,1995,N174US,LGA,CLT,87,544,14,48,2013-08-16T18:00:00Z
2013,5,2,1653,1700,-7,1800,1827,-27,B6,24,N258JB,JFK,SYR,45,209,17,0,2013-05-02T21:00:00Z
2013,9,8,1950,2000,-10,2117,2120,-3,US,2195,N944UW,LGA,DCA,45,214,20,0,2013-09-09T00:00:00Z
2013,8,10,911,910,1,1313,1308,5,UA,1216,N37456,EWR,SJU,199,1608,9,10,2013-08-10T13:00:00Z
2013,3,7,2138,2125,13,2259,2250,9,MQ,4660,N512MQ,LGA,BNA,105,764,21,25,2013-03-08T02:00:00Z
2013,9,15,759,759,0,922,937,-15,B6,885,N296JB,JFK,RDU,62,427,7,59,2013-09-15T11:00:00Z
2013,6,19,1029,1025,4,1205,1205,0,AA,325,N467AA,LGA,ORD,110,733,10,25,2013-06-19T14:00:00Z
2013,1,1,1458,1500,-2,1658,1655,3,MQ,4429,N736MQ,LGA,CMH,94,479,15,0,2013-01-01T20:00:00Z
2013,4,17,1156,1200,-4,1344,1354,-10,US,1443,N748UW,JFK,CLT,84,541,12,0,2013-04-17T16:00:00Z
2013,6,21,817,820,-3,1023,1043,-20,EV,5537,N614QX,LGA,MCI,145,1107,8,20,2013-06-21T12:00:00Z
2013,10,13,849,854,-5,1209,1213,-4,B6,15,N646JB,JFK,SFO,359,2586,8,54,2013-10-13T12:00:00Z
2013,7,24,710,650,20,959,931,28,B6,525,N709JB,JFK,TPA,141,1005,6,50,2013-07-24T10:00:00Z
2013,1,25,922,930,-8,1049,1103,-14,9E,3661,N8976E,JFK,ROC,52,264,9,30,2013-01-25T14:00:00Z
2013,2,26,1555,1600,-5,1718,1732,-14,9E,3453,N915XJ,JFK,BOS,38,187,16,0,2013-02-26T21:00:00Z
2013,9,5,827,830,-3,946,955,-9,EV,5813,N13908,EWR,RIC,50,277,8,30,2013-09-05T12:00:00Z
2013,3,8,1933,1345,348,2231,1705,326,AA,1073,N3FKAA,LGA,MIA,139,1096,13,45,2013-03-08T18:00:00Z
2013,5,24,905,909,-4,1017,1022,-5,B6,600,N193JB,JFK,PWM,48,273,9,9,2013-05-24T13:00:00Z
2013,6,13,639,620,19,824,742,42,UA,1686,N14731,EWR,BOS,38,200,6,20,2013-06-13T10:00:00Z
2013,7,22,2230,2115,75,225,2349,156,DL,1729,N378DA,JFK,LAS,296,2248,21,15,2013-07-23T01:00:00Z
2013,3,5,1720,1700,20,2001,1955,6,AA,257,N3BPAA,JFK,LAS,314,2248,17,0,2013-03-05T22:00:00Z
2013,6,26,656,700,-4,754,807,-13,US,2163,N754UW,LGA,DCA,42,214,7,0,2013-06-26T11:00:00Z
2013,5,7,808,759,9,952,949,3,EV,4548,N14977,EWR,RDU,68,416,7,59,2013-05-07T11:00:00Z
2013,1,11,735,740,-5,1021,1105,-44,DL,1889,N712TW,JFK,SEA,314,2422,7,40,2013-01-11T12:00:00Z
2013,10,19,1626,1630,-4,1937,2010,-33,VX,27,N845VA,JFK,SFO,344,2586,16,30,2013-10-19T20:00:00Z
2013,8,8,2007,1830,97,2314,2139,95,UA,1684,N36472,EWR,MIA,154,1085,18,30,2013-08-08T22:00:00Z
2013,10,31,1142,1105,37,1332,1230,62,WN,453,N390SW,LGA,MDW,135,725,11,5,2013-10-31T15:00:00Z
2013,7,2,1234,1230,4,1348,1352,-4,B6,2502,N348JB,JFK,BUF,56,301,12,30,2013-07-02T16:00:00Z
2013,12,12,1057,1100,-3,1416,1415,1,DL,507,N336NB,LGA,FLL,161,1076,11,0,2013-12-12T16:00:00Z
2013,7,18,733,745,-12,922,1000,-38,9E,3353,N934XJ,JFK,DTW,82,509,7,45,2013-07-18T11:00:00Z
2013,7,27,758,802,-4,1008,1012,-4,EV,4304,N11199,EWR,MSY,162,1167,8,2,2013-07-27T12:00:00Z
2013,4,1,1631,1640,-9,1925,1857,28,9E,3442,N928XJ,JFK,CVG,107,589,16,40,2013-04-01T20:00:00Z
2013,11,12,1352,1340,12,1655,1715,-20,WN,516,N268WN,EWR,PHX,288,2133,13,40,2013-11-12T18:00:00Z
2013,12,24,1426,1329,57,1545,1452,53,B6,2402,N179JB,JFK,BUF,59,301,13,29,2013-12-24T18:00:00Z
2013,1,27,1842,1850,-8,2029,2050,-21,AA,2019,N542AA,LGA,STL,151,888,18,50,2013-01-27T23:00:00Z
2013,8,4,1250,1255,-5,1418,1425,-7,WN,546,N458WN,LGA,MKE,116,738,12,55,2013-08-04T16:00:00Z
2013,12,6,1355,1244,71,1547,1446,61,9E,3311,N923XJ,EWR,DTW,92,488,12,44,2013-12-06T17:00:00Z
2013,5,27,1822,1830,-8,2106,2200,-54,AA,269,N3FNAA,JFK,SEA,321,2422,18,30,2013-05-27T22:00:00Z
2013,3,30,1159,1200,-1,1312,1315,-3,WN,1599,N441WN,EWR,MDW,110,711,12,0,2013-03-30T16:00:00Z
2013,10,20,1056,1105,-9,1208,1245,-37,EV,5309,N717EV,LGA,BGR,49,378,11,5,2013-10-20T15:00:00Z
2013,6,4,751,759,-8,1025,1028,-3,DL,2047,N692DL,LGA,ATL,105,762,7,59,2013-06-04T11:00:00Z
2013,2,9,1334,1330,4,1620,1638,-18,UA,843,N429UA,LGA,IAH,214,1416,13,30,2013-02-09T18:00:00Z
2013,6,20,1141,1115,26,1315,1305,10,MQ,3281,N722MQ,LGA,CMH,75,479,11,15,2013-06-20T15:00:00Z
2013,7,5,1350,1400,-10,1447,1511,-24,B6,2480,N317JB,EWR,BOS,43,200,14,0,2013-07-05T18:00:00Z
2013,3,24,1832,1833,-1,2048,2124,-36,B6,711,N509JB,JFK,LAS,291,2248,18,33,2013-03-24T22:00:00Z
2013,11,14,1050,1100,-10,1331,1352,-21,DL,695,N913DE,JFK,MCO,133,944,11,0,2013-11-14T16:00:00Z
2013,6,7,2351,2015,216,259,2308,231,B6,43,N623JB,JFK,MCO,137,944,20,15,2013-06-08T00:00:00Z
2013,3,15,2101,2005,56,2315,2213,62,EV,4536,N13914,EWR,CVG,98,569,20,5,2013-03-16T00:00:00Z
2013,1,28,1041,1042,-1,1214,1206,8,EV,4694,N14907,EWR,MKE,116,725,10,42,2013-01-28T15:00:00Z
2013,4,14,726,730,-4,1041,1105,-24,VX,183,N840VA,EWR,SFO,359,2565,7,30,2013-04-14T11:00:00Z
2013,5,20,1654,1535,79,1900,1800,60,MQ,4525,N713MQ,LGA,XNA,161,1147,15,35,2013-05-20T19:00:00Z
2013,9,2,1751,1400,231,2010,1631,219,DL,2247,N6712B,LGA,ATL,111,762,14,0,2013-09-02T18:00:00Z
2013,8,15,1937,1930,7,2143,2156,-13,9E,3285,N917XJ,JFK,MSY,167,1182,19,30,2013-08-15T23:00:00Z
2013,8,2,2112,2059,13,2351,12,-21,UA,1439,N16234,EWR,LAX,319,2454,20,59,2013-08-03T00:00:00Z
2013,9,28,838,845,-7,1023,1053,-30,US,2071,N748UW,LGA,CLT,84,544,8,45,2013-09-28T12:00:00Z
2013,10,3,2258,2159,59,5,2312,53,EV,5904,N16541,EWR,BTV,45,266,21,59,2013-10-04T01:00:00Z
2013,8,6,1025,1030,-5,1231,1240,-9,DL,2343,N308DE,EWR,ATL,100,746,10,30,2013-08-06T14:00:00Z
2013,7,26,801,730,31,1154,1129,25,B6,1289,N615JB,EWR,SJU,200,1608,7,30,2013-07-26T11:00:00Z
2013,11,12,1527,1529,-2,1625,1635,-10,UA,594,N834UA,EWR,BOS,40,200,15,29,2013-11-12T20:00:00Z
2013,5,28,1207,1210,-3,1443,1510,-27,AA,743,N3KDAA,LGA,DFW,183,1389,12,10,2013-05-28T16:00:00Z
2013,12,1,1044,1045,-1,1240,1307,-27,EV,6074,N21129,EWR,OMA,160,1134,10,45,2013-12-01T15:00:00Z
2013,4,13,1910,1915,-5,2115,2139,-24,9E,3826,N8797A,JFK,CHS,95,636,19,15,2013-04-13T23:00:00Z
2013,11,20,1437,1445,-8,1634,1720,-46,9E,2918,N924XJ,JFK,IND,97,665,14,45,2013-11-20T19:00:00Z
2013,5,23,1317,1300,17,1551,1519,32,EV,4898,N132EV,EWR,ATL,105,746,13,0,2013-05-23T17:00:00Z
2013,2,26,1535,1518,17,1810,1642,88,EV,4580,N14993,EWR,MKE,118,725,15,18,2013-02-26T20:00:00Z
2013,7,21,1559,1600,-1,1850,1849,1,B6,543,N643JB,EWR,PBI,135,1023,16,0,2013-07-21T20:00:00Z
2013,12,27,651,656,-5,1141,1145,-4,DL,2275,N3735D,JFK,SJU,199,1598,6,56,2013-12-27T11:00:00Z
2013,8,21,1646,1644,2,1913,1945,-32,UA,1493,N28457,EWR,LAX,306,2454,16,44,2013-08-21T20:00:00Z
2013,11,17,1455,1440,15,1625,1559,26,EV,5713,N836AS,LGA,IAD,61,229,14,40,2013-11-17T19:00:00Z
2013,12,12,1020,1023,-3,1217,1229,-12,EV,4255,N27152,EWR,CHS,102,628,10,23,2013-12-12T15:00:00Z
2013,7,21,1430,1435,-5,1541,1600,-19,9E,3969,N8808H,JFK,BWI,37,184,14,35,2013-07-21T18:00:00Z
2013,10,21,654,700,-6,855,904,-9,9E,3769,N8982A,EWR,CVG,102,569,7,0,2013-10-21T11:00:00Z
2013,4,18,930,932,-2,1114,1042,32,B6,1004,N625JB,JFK,BOS,47,187,9,32,2013-04-18T13:00:00Z
2013,9,25,620,630,-10,853,914,-21,B6,1099,N637JB,LGA,MCO,135,950,6,30,2013-09-25T10:00:00Z
2013,6,26,556,600,-4,702,655,7,US,1629,N958UW,LGA,PHL,31,96,6,0,2013-06-26T10:00:00Z
2013,12,25,1651,1625,26,1818,1755,23,MQ,3748,N514MQ,EWR,ORD,121,719,16,25,2013-12-25T21:00:00Z
2013,10,4,1410,1415,-5,1631,1704,-33,UA,1232,N33286,EWR,IAH,183,1400,14,15,2013-10-04T18:00:00Z
2013,9,13,1053,1020,33,1334,1309,25,B6,53,N663JB,JFK,PBI,145,1028,10,20,2013-09-13T14:00:00Z
2013,6,6,1100,1100,0,1218,1213,5,US,2171,N748UW,LGA,DCA,47,214,11,0,2013-06-06T15:00:00Z
2013,11,7,2126,2040,46,2345,2302,43,EV,4085,N16112,EWR,OMA,177,1134,20,40,2013-11-08T01:00:00Z
2013,11,25,1143,1145,-2,1309,1325,-16,AA,327,N4XDAA,LGA,ORD,120,733,11,45,2013-11-25T16:00:00Z
2013,10,18,2039,2045,-6,2152,2153,-1,B6,2680,N273JB,EWR,BOS,37,200,20,45,2013-10-19T00:00:00Z
2013,5,15,NA,1500,NA,NA,1612,NA,US,2132,NA,LGA,BOS,NA,184,15,0,2013-05-15T19:00:00Z
2013,5,19,1441,1445,-4,1725,1805,-40,AA,1925,N3KCAA,LGA,MIA,142,1096,14,45,2013-05-19T18:00:00Z
2013,4,20,2022,2030,-8,2303,2315,-12,B6,619,N206JB,JFK,JAX,141,828,20,30,2013-04-21T00:00:00Z
2013,10,21,2009,1919,50,2325,2234,51,B6,71,N641JB,JFK,SLC,276,1990,19,19,2013-10-21T23:00:00Z
2013,5,7,1714,1650,24,1842,1845,-3,WN,197,N918WN,LGA,STL,114,888,16,50,2013-05-07T20:00:00Z
2013,7,27,1707,1629,38,1951,1932,19,UA,1223,N76254,EWR,LAX,322,2454,16,29,2013-07-27T20:00:00Z
2013,12,27,1301,1300,1,1420,1425,-5,UA,1492,N19117,EWR,ORD,115,719,13,0,2013-12-27T18:00:00Z
2013,3,15,842,845,-3,1231,1250,-19,AA,1357,N5FAAA,JFK,SJU,208,1598,8,45,2013-03-15T12:00:00Z
2013,6,10,1452,1455,-3,1713,1701,12,9E,4120,N8790A,JFK,CLE,73,425,14,55,2013-06-10T18:00:00Z
2013,5,10,1057,1100,-3,1247,1303,-16,EV,5596,N710EV,LGA,MEM,143,963,11,0,2013-05-10T15:00:00Z
2013,11,29,1452,1455,-3,1631,1650,-19,MQ,3359,N813MQ,JFK,RDU,78,427,14,55,2013-11-29T19:00:00Z
2013,6,28,1333,1330,3,1455,1458,-3,B6,286,N258JB,JFK,ROC,54,264,13,30,2013-06-28T17:00:00Z
2013,6,13,1822,1730,52,2112,1956,76,F9,837,N263AV,LGA,DEN,235,1620,17,30,2013-06-13T21:00:00Z
2013,4,4,915,900,15,1137,1135,2,UA,1643,N48127,EWR,DEN,219,1605,9,0,2013-04-04T13:00:00Z
2013,12,5,1955,1047,548,2143,1245,538,EV,4711,N12163,EWR,STL,143,872,10,47,2013-12-05T15:00:00Z
2013,6,2,2012,1830,102,2348,2200,108,UA,389,N518UA,JFK,SFO,344,2586,18,30,2013-06-02T22:00:00Z
2013,6,15,1203,1200,3,1319,1309,10,US,2126,N949UW,LGA,BOS,34,184,12,0,2013-06-15T16:00:00Z
2013,9,11,1659,1656,3,2050,2001,49,UA,1152,N37287,EWR,PDX,326,2434,16,56,2013-09-11T20:00:00Z
2013,4,11,1029,915,74,1242,1105,97,AA,313,N4YFAA,LGA,ORD,127,733,9,15,2013-04-11T13:00:00Z
2013,12,28,1451,1455,-4,1636,1650,-14,MQ,3391,N844MQ,LGA,CMH,84,479,14,55,2013-12-28T19:00:00Z
2013,6,16,625,630,-5,753,800,-7,B6,905,N283JB,JFK,ORD,120,740,6,30,2013-06-16T10:00:00Z
2013,8,4,1857,1900,-3,2230,2226,4,DL,2007,N388DA,JFK,PDX,347,2454,19,0,2013-08-04T23:00:00Z
2013,11,19,850,900,-10,1149,1210,-21,B6,189,N657JB,JFK,SAN,331,2446,9,0,2013-11-19T14:00:00Z
2013,8,24,1340,1347,-7,1635,1641,-6,DL,1685,N906DE,LGA,MCO,130,950,13,47,2013-08-24T17:00:00Z
2013,1,16,834,840,-6,1208,1204,4,B6,553,N646JB,EWR,RSW,164,1068,8,40,2013-01-16T13:00:00Z
2013,8,2,1137,1144,-7,1305,1316,-11,EV,4548,N34111,EWR,RDU,64,416,11,44,2013-08-02T15:00:00Z
2013,7,29,1425,1410,15,1706,1630,36,FL,349,N951AT,LGA,ATL,105,762,14,10,2013-07-29T18:00:00Z
2013,12,1,1356,1400,-4,1503,1515,-12,US,2183,N758US,LGA,DCA,46,214,14,0,2013-12-01T19:00:00Z
2013,11,12,1138,1145,-7,1404,1403,1,DL,1442,N935AT,EWR,ATL,120,746,11,45,2013-11-12T16:00:00Z
2013,12,2,1445,1450,-5,1613,1624,-11,9E,2936,N8783E,JFK,IAD,49,228,14,50,2013-12-02T19:00:00Z
2013,9,15,1437,1442,-5,1611,1638,-27,EV,4949,N707EV,LGA,GSO,76,461,14,42,2013-09-15T18:00:00Z
2013,8,13,2001,2010,-9,2233,2220,13,EV,4543,N16170,EWR,DSM,156,1017,20,10,2013-08-14T00:00:00Z
2013,6,13,904,858,6,1258,1256,2,UA,1216,N37427,EWR,SJU,207,1608,8,58,2013-06-13T12:00:00Z
2013,2,10,1826,1822,4,1936,1935,1,EV,4520,N12201,EWR,PWM,46,284,18,22,2013-02-10T23:00:00Z
2013,12,9,NA,1300,NA,NA,1605,NA,AA,300,N575AA,EWR,DFW,NA,1372,13,0,2013-12-09T18:00:00Z
2013,11,21,1459,1500,-1,1816,1830,-14,DL,419,N717TW,JFK,SEA,338,2422,15,0,2013-11-21T20:00:00Z
2013,1,24,1246,1245,1,1541,1600,-19,AA,2253,N3ELAA,LGA,MIA,143,1096,12,45,2013-01-24T17:00:00Z
2013,10,17,1725,1730,-5,1927,1926,1,US,687,N680AW,EWR,CLT,90,529,17,30,2013-10-17T21:00:00Z
2013,10,20,1326,1330,-4,1614,1612,2,B6,927,N547JB,EWR,MCO,140,937,13,30,2013-10-20T17:00:00Z
2013,10,15,1447,1436,11,1855,1835,20,B6,703,N634JB,JFK,SJU,214,1598,14,36,2013-10-15T18:00:00Z
2013,7,29,1759,1710,49,1905,1856,9,UA,1424,N33284,LGA,ORD,104,733,17,10,2013-07-29T21:00:00Z
2013,2,4,741,747,-6,1119,1125,-6,B6,643,N763JB,JFK,SFO,366,2586,7,47,2013-02-04T12:00:00Z
2013,6,6,1913,1859,14,2054,2059,-5,9E,3455,N921XJ,JFK,PIT,73,340,18,59,2013-06-06T22:00:00Z
2013,12,27,1453,1455,-2,1745,1805,-20,AA,1155,N3FRAA,LGA,DFW,211,1389,14,55,2013-12-27T19:00:00Z
2013,3,24,1753,1755,-2,2106,2107,-1,UA,535,N596UA,JFK,LAX,323,2475,17,55,2013-03-24T21:00:00Z
2013,12,20,2128,2050,38,150,141,9,UA,1071,N33284,EWR,BQN,184,1585,20,50,2013-12-21T01:00:00Z
2013,7,27,825,829,-4,1013,1026,-13,DL,1157,N316NB,EWR,MSP,135,1008,8,29,2013-07-27T12:00:00Z
2013,7,22,600,605,-5,847,905,-18,AA,1837,N3DSAA,LGA,MIA,145,1096,6,5,2013-07-22T10:00:00Z
2013,9,22,1009,1015,-6,1118,1129,-11,EV,6181,N11189,EWR,IAD,48,212,10,15,2013-09-22T14:00:00Z
2013,2,24,1616,1526,50,1729,1650,39,EV,4499,N13956,EWR,MKE,119,725,15,26,2013-02-24T20:00:00Z
2013,10,30,836,842,-6,1119,1141,-22,B6,1025,N571JB,JFK,TPA,140,1005,8,42,2013-10-30T12:00:00Z
2013,12,11,826,825,1,1035,1029,6,US,1831,N155UW,JFK,CLT,98,541,8,25,2013-12-11T13:00:00Z
2013,6,19,605,610,-5,904,906,-2,B6,315,N615JB,JFK,FLL,154,1069,6,10,2013-06-19T10:00:00Z
2013,1,5,1040,1045,-5,1341,1358,-17,DL,1875,N964DL,LGA,TPA,154,1010,10,45,2013-01-05T15:00:00Z
2013,4,28,1735,1735,0,1944,2003,-19,DL,884,N358NW,LGA,DEN,214,1620,17,35,2013-04-28T21:00:00Z
2013,8,20,1718,1720,-2,2006,2025,-19,AA,695,N3JLAA,JFK,AUS,204,1521,17,20,2013-08-20T21:00:00Z
2013,4,25,1207,1210,-3,1447,1355,52,MQ,4431,N822MQ,LGA,RDU,86,431,12,10,2013-04-25T16:00:00Z
2013,6,14,1335,1340,-5,1723,1700,23,AA,1073,N3HSAA,LGA,MIA,147,1096,13,40,2013-06-14T17:00:00Z
2013,11,29,1559,1535,24,1902,1857,5,B6,1729,N183JB,JFK,RSW,160,1074,15,35,2013-11-29T20:00:00Z
2013,4,3,808,815,-7,953,1008,-15,9E,3521,N921XJ,JFK,ORD,125,740,8,15,2013-04-03T12:00:00Z
2013,7,30,556,600,-4,655,659,-4,US,2161,N747UW,LGA,DCA,45,214,6,0,2013-07-30T10:00:00Z
2013,4,22,954,930,24,1309,1309,0,UA,220,N842UA,EWR,SFO,348,2565,9,30,2013-04-22T13:00:00Z
2013,12,13,1734,1556,98,2035,1914,81,B6,1801,N324JB,JFK,FLL,149,1069,15,56,2013-12-13T20:00:00Z
2013,9,21,1857,1905,-8,2023,2027,-4,9E,3858,N8972E,JFK,PHL,29,94,19,5,2013-09-21T23:00:00Z
2013,7,5,831,834,-3,1013,1032,-19,B6,219,N354JB,JFK,CLT,84,541,8,34,2013-07-05T12:00:00Z
2013,7,17,1720,1722,-2,1855,1858,-3,B6,86,N183JB,JFK,ROC,53,264,17,22,2013-07-17T21:00:00Z
2013,5,9,1133,1131,2,1418,1424,-6,UA,350,N469UA,EWR,TPA,136,997,11,31,2013-05-09T15:00:00Z
2013,9,27,1108,840,148,1213,1005,128,EV,5813,N13958,EWR,RIC,51,277,8,40,2013-09-27T12:00:00Z
2013,11,7,931,930,1,1232,1237,-5,B6,271,N644JB,LGA,FLL,153,1076,9,30,2013-11-07T14:00:00Z
2013,6,24,2020,1644,216,2136,1817,199,UA,1177,N16713,EWR,ORD,105,719,16,44,2013-06-24T20:00:00Z
2013,6,12,1614,1600,14,1946,1938,8,DL,141,N713TW,JFK,SFO,342,2586,16,0,2013-06-12T20:00:00Z
2013,4,30,1341,1345,-4,1607,1617,-10,B6,615,N203JB,JFK,JAX,124,828,13,45,2013-04-30T17:00:00Z
2013,6,2,1724,1700,24,1924,1911,13,B6,1085,N296JB,JFK,CLT,86,541,17,0,2013-06-02T21:00:00Z
2013,7,27,1720,1721,-1,1921,1920,1,EV,4581,N11548,EWR,CMH,73,463,17,21,2013-07-27T21:00:00Z
2013,1,25,1422,1430,-8,1745,1735,10,AA,883,N597AA,EWR,DFW,228,1372,14,30,2013-01-25T19:00:00Z
2013,10,18,642,610,32,948,855,53,AA,1103,N3HDAA,LGA,DFW,217,1389,6,10,2013-10-18T10:00:00Z
2013,7,14,2358,2359,-1,342,350,-8,B6,745,N562JB,JFK,PSE,203,1617,23,59,2013-07-15T03:00:00Z
2013,7,9,1104,1110,-6,1346,1413,-27,DL,1875,N333NW,LGA,TPA,133,1010,11,10,2013-07-09T15:00:00Z
2013,4,7,1903,1845,18,2240,2217,23,B6,171,N649JB,JFK,SMF,347,2521,18,45,2013-04-07T22:00:00Z
2013,9,6,759,805,-6,1052,1103,-11,DL,2395,N322NB,LGA,PBI,145,1035,8,5,2013-09-06T12:00:00Z
2013,11,8,932,936,-4,1052,1052,0,B6,116,N273JB,JFK,SYR,50,209,9,36,2013-11-08T14:00:00Z
2013,9,20,1115,1005,70,1337,1236,61,B6,411,N529JB,JFK,LAS,295,2248,10,5,2013-09-20T14:00:00Z
2013,5,15,1504,1452,12,1723,1709,14,B6,119,N236JB,JFK,MSY,166,1182,14,52,2013-05-15T18:00:00Z
2013,2,13,1330,1330,0,1605,1605,0,DL,2043,N3753,JFK,ATL,133,760,13,30,2013-02-13T18:00:00Z
2013,11,6,1352,1355,-3,1719,1715,4,US,686,N647AW,EWR,PHX,311,2133,13,55,2013-11-06T18:00:00Z
2013,11,22,1048,1056,-8,1202,1230,-28,EV,5309,N712EV,LGA,BGR,52,378,10,56,2013-11-22T15:00:00Z
2013,2,28,622,629,-7,920,930,-10,UA,392,N485UA,LGA,IAH,220,1416,6,29,2013-02-28T11:00:00Z
2013,9,27,930,940,-10,1209,1232,-23,B6,199,N663JB,LGA,MCO,121,950,9,40,2013-09-27T13:00:00Z
2013,10,4,1118,1105,13,1231,1230,1,WN,453,N941WN,LGA,MDW,110,725,11,5,2013-10-04T15:00:00Z
2013,1,17,1918,1920,-2,2238,2246,-8,DL,83,N3754A,JFK,FLL,162,1069,19,20,2013-01-18T00:00:00Z
2013,11,26,605,610,-5,814,812,2,DL,1919,N961DL,LGA,MSP,167,1020,6,10,2013-11-26T11:00:00Z
2013,4,24,639,640,-1,1027,1040,-13,AA,413,N3GCAA,JFK,SJU,196,1598,6,40,2013-04-24T10:00:00Z
2013,2,14,1208,1216,-8,1319,1330,-11,EV,4225,N13995,EWR,BUF,54,282,12,16,2013-02-14T17:00:00Z
2013,12,31,1654,1700,-6,1947,2014,-27,UA,1128,N33289,LGA,IAH,217,1416,17,0,2013-12-31T22:00:00Z
2013,7,24,1818,1755,23,2135,2114,21,UA,212,N581UA,EWR,SFO,336,2565,17,55,2013-07-24T21:00:00Z
2013,3,13,604,600,4,752,756,-4,EV,5068,N758EV,EWR,DTW,85,488,6,0,2013-03-13T10:00:00Z
2013,11,5,554,600,-6,728,737,-9,UA,219,N816UA,EWR,ORD,119,719,6,0,2013-11-05T11:00:00Z
2013,6,28,1630,1630,0,1956,1945,11,B6,1801,N708JB,JFK,FLL,151,1069,16,30,2013-06-28T20:00:00Z
2013,2,11,1730,1619,71,1845,1726,79,EV,4299,N13914,EWR,DCA,43,199,16,19,2013-02-11T21:00:00Z
2013,6,5,1703,1709,-6,2028,2039,-11,UA,512,N525UA,JFK,SFO,331,2586,17,9,2013-06-05T21:00:00Z
2013,9,28,1311,1300,11,1559,1600,-1,VX,411,N640VA,JFK,LAX,324,2475,13,0,2013-09-28T17:00:00Z
2013,6,23,1525,1525,0,1654,1659,-5,UA,605,N482UA,EWR,CLE,59,404,15,25,2013-06-23T19:00:00Z
2013,6,5,1641,1640,1,1842,1845,-3,MQ,4540,N738MQ,LGA,DTW,90,502,16,40,2013-06-05T20:00:00Z
2013,1,10,1756,1800,-4,1854,1915,-21,B6,1016,N337JB,JFK,BOS,34,187,18,0,2013-01-10T23:00:00Z
2013,8,13,812,800,12,1025,1009,16,UA,561,N529UA,LGA,DEN,221,1620,8,0,2013-08-13T12:00:00Z
2013,1,29,2034,2040,-6,2341,2357,-16,B6,677,N794JB,JFK,LAX,351,2475,20,40,2013-01-30T01:00:00Z
2013,11,11,1523,1530,-7,1702,1720,-18,UA,377,N818UA,LGA,CLE,76,419,15,30,2013-11-11T20:00:00Z
2013,10,12,1236,1215,21,1435,1430,5,WN,1845,N949WN,EWR,DEN,223,1605,12,15,2013-10-12T16:00:00Z
2013,4,19,NA,1250,NA,NA,1535,NA,WN,1791,N447WN,EWR,HOU,NA,1411,12,50,2013-04-19T16:00:00Z
2013,8,26,1418,1420,-2,1615,1649,-34,UA,271,N809UA,EWR,LAS,279,2227,14,20,2013-08-26T18:00:00Z
2013,4,7,1606,1610,-4,1756,1758,-2,9E,3437,N901XJ,JFK,MKE,123,745,16,10,2013-04-07T20:00:00Z
2013,10,27,1904,1905,-1,2143,2205,-22,AA,1691,N587AA,EWR,DFW,183,1372,19,5,2013-10-27T23:00:00Z
2013,8,29,1953,1935,18,2227,2302,-35,DL,87,N642DL,JFK,SLC,242,1990,19,35,2013-08-29T23:00:00Z
2013,8,8,2022,1906,76,2202,2032,90,UA,1142,N37419,EWR,BOS,44,200,19,6,2013-08-08T23:00:00Z
2013,7,3,1941,1900,41,2308,2210,58,DL,2159,N3763D,JFK,MCO,129,944,19,0,2013-07-03T23:00:00Z
